,Age,Rushing_Fumbles,Rushing_Lng,Rushing_Y/A_y,Receiving_Ctch%,Receiving_Lng,Receiving_Y/Tgt,Fantasy_PPR
0,22,4.0,83.0,5.5,78.4,76.0,7.1,373.1
4,26,4.0,28.0,4.4,74.5,40.0,6.9,343.8
10,25,2.0,32.0,4.1,87.5,52.0,6.5,287.9
13,23,2.0,37.0,3.9,78.7,25.0,5.0,300.7
15,26,2.0,35.0,3.7,94.9,45.0,9.6,257.7
21,26,1.0,47.0,4.2,72.3,21.0,4.4,252.1
23,26,2.0,70.0,5.5,80.0,40.0,7.0,215.3
27,24,2.0,64.0,4.6,85.7,21.0,6.3,210.1
31,26,2.0,30.0,3.7,70.1,31.0,6.6,234.7
32,23,6.0,27.0,4.0,80.8,73.0,5.7,229.1
33,26,1.0,47.0,4.5,82.1,23.0,5.4,255.6
35,30,2.0,39.0,4.0,75.4,64.0,7.9,234.6
41,27,2.0,57.0,4.7,80.0,26.0,6.0,229.0
43,27,1.0,76.0,4.3,90.0,16.0,7.7,193.3
45,26,3.0,66.0,4.7,69.4,24.0,4.6,206.3
46,23,2.0,28.0,4.0,84.4,29.0,5.4,226.0
53,28,3.0,70.0,4.5,73.7,30.0,5.6,195.1
59,21,2.0,49.0,4.4,81.1,42.0,6.0,204.9
65,24,5.0,46.0,4.6,80.0,19.0,4.6,197.8
68,24,1.0,41.0,3.8,82.4,16.0,5.9,195.0
69,23,2.0,36.0,4.3,91.9,50.0,8.5,185.6
71,26,2.0,21.0,3.9,82.5,38.0,7.9,196.0
72,22,2.0,57.0,4.1,79.5,63.0,5.8,208.9
74,23,2.0,39.0,4.7,95.0,14.0,6.9,165.0
94,23,4.0,58.0,4.7,67.4,26.0,4.8,173.9
95,24,2.0,29.0,4.6,72.5,25.0,4.4,163.4
97,24,2.0,30.0,3.5,77.8,24.0,3.7,173.6
98,26,1.0,39.0,4.1,63.6,24.0,3.9,146.3
99,24,2.0,58.0,5.5,84.8,32.0,7.3,162.6
102,22,1.0,55.0,4.3,65.5,23.0,5.9,154.4
107,25,2.0,62.0,6.3,75.0,27.0,6.0,121.7
109,29,2.0,32.0,4.3,81.0,15.0,4.5,146.6
110,22,1.0,26.0,3.6,67.6,33.0,4.7,137.6
112,24,2.0,41.0,3.7,71.9,54.0,4.6,148.6
117,29,2.0,31.0,4.1,88.9,41.0,6.0,144.1
123,23,2.0,21.0,4.6,77.8,41.0,6.8,114.9
124,25,1.0,54.0,5.1,81.1,36.0,5.9,143.3
125,22,2.0,17.0,4.3,82.6,29.0,5.6,117.6
128,28,4.0,18.0,3.6,75.9,20.0,4.5,138.2
129,23,1.0,48.0,3.7,82.1,24.0,5.8,125.9
130,31,2.0,46.0,4.2,76.9,18.0,5.8,103.6
131,26,1.0,20.0,3.9,92.9,15.0,5.6,119.8
137,25,1.0,18.0,4.5,90.2,32.0,8.4,127.5
138,24,1.0,38.0,5.5,76.5,25.0,4.6,117.2
139,22,2.0,18.0,4.3,66.0,19.0,5.1,123.4
142,26,2.0,33.0,4.9,81.5,23.0,6.4,110.0
146,26,1.0,23.0,4.3,81.3,19.0,5.2,98.6
148,25,2.0,35.0,4.3,81.8,39.0,11.2,93.9
149,25,1.0,30.0,5.3,76.0,18.0,5.5,104.1
150,28,2.0,15.0,4.4,81.1,56.0,7.5,127.9
156,31,1.0,24.0,5.1,83.7,28.0,8.3,124.1
158,24,2.0,24.0,3.9,61.8,23.0,6.8,117.0
160,32,1.0,28.0,3.5,77.1,34.0,4.6,108.6
161,24,2.0,17.0,3.6,71.9,24.0,6.2,105.2
165,31,1.0,36.0,3.5,78.1,20.0,5.8,104.3
174,27,1.0,21.0,4.0,75.0,31.0,7.3,102.5
175,25,3.0,34.0,4.9,70.2,36.0,5.4,112.6
182,24,2.0,30.0,4.2,76.9,15.0,4.9,79.2
186,23,1.0,29.0,4.2,87.5,20.0,6.0,78.9
188,25,1.0,75.0,5.4,88.0,25.0,7.1,86.2
193,27,2.0,25.0,4.7,40.0,10.0,3.8,62.5
197,27,1.0,25.0,3.8,90.0,28.0,8.7,68.8
209,26,2.0,46.0,4.5,87.1,23.0,6.3,83.2
212,28,2.0,27.0,4.6,80.0,20.0,8.2,59.1
215,26,2.0,68.0,6.3,73.1,28.0,3.3,72.7
217,28,2.0,15.0,3.3,71.7,23.0,5.5,89.5
228,30,1.0,15.0,3.4,76.2,16.0,5.4,81.3
232,27,2.0,51.0,5.0,88.9,50.0,11.7,56.1
235,23,2.0,73.0,8.4,80.0,31.0,8.1,61.8
237,26,2.0,14.0,3.8,73.7,27.0,6.3,73.6
238,22,1.0,13.0,3.9,90.9,12.0,6.6,55.9
242,29,2.0,23.0,4.1,69.6,23.0,4.5,60.7
243,26,1.0,17.0,3.7,87.5,11.0,3.9,51.5
244,30,2.0,6.0,2.8,78.9,26.0,7.8,73.8
252,27,1.0,33.0,4.3,100.0,16.0,4.8,48.1
257,28,2.0,20.0,4.2,68.8,11.0,3.1,51.5
258,27,2.0,35.0,2.8,80.0,22.0,9.0,45.4
260,27,2.0,27.0,3.9,76.9,23.0,5.2,49.9
264,23,1.0,15.0,4.2,91.3,29.0,5.8,60.1
278,27,2.0,12.0,3.2,61.9,28.0,5.4,50.1
279,30,1.0,24.0,7.3,79.3,32.0,4.2,59.1
280,26,1.0,28.0,4.8,77.8,23.0,8.0,42.7
286,24,2.0,13.0,4.5,88.2,24.0,8.9,49.8
293,31,2.0,18.0,3.5,57.1,9.0,3.1,45.8
297,29,2.0,12.0,2.6,71.4,15.0,4.3,38.1
298,23,4.0,12.0,3.4,85.7,33.0,8.6,50.5
302,24,2.0,55.0,5.0,50.0,8.0,3.3,36.6
303,25,1.0,35.0,5.3,75.0,21.0,7.0,41.9
313,25,2.0,35.0,4.2,87.5,14.0,6.5,35.2
315,23,2.0,16.0,2.8,63.2,18.0,6.2,38.6
318,25,2.0,21.0,4.3,79.3,23.0,5.4,49.5
320,28,2.0,12.0,4.1,69.2,16.0,2.3,35.9
322,25,2.0,13.0,3.0,62.5,12.0,4.8,34.6
323,22,2.0,16.0,4.1,75.0,23.0,6.5,28.3
332,27,2.0,38.0,4.2,85.7,8.0,4.1,28.9
334,29,2.0,18.0,5.2,65.0,14.0,5.4,35.9
335,36,1.0,16.0,2.6,100.0,5.0,2.0,26.6
339,22,2.0,21.0,3.5,85.7,12.0,6.0,28.0
342,21,2.0,28.0,4.9,80.0,11.0,4.6,25.7
347,28,2.0,24.0,3.8,60.0,7.0,2.0,22.5
349,27,2.0,42.0,6.6,70.0,18.0,6.0,26.8
352,23,2.0,19.0,4.7,80.0,6.0,1.8,23.0
355,29,2.0,10.0,3.8,85.7,28.0,6.7,31.2
365,24,2.0,11.0,2.6,62.5,19.0,3.6,22.1
366,25,2.0,14.0,3.9,66.7,11.0,3.0,19.0
367,27,2.0,23.0,4.6,66.7,19.0,4.7,20.7
369,28,2.0,30.0,4.9,94.4,27.0,6.9,32.9
373,25,1.0,19.0,5.0,66.7,8.0,2.0,19.7
376,25,2.0,1.0,0.5,83.3,29.0,7.1,24.6
379,22,2.0,13.0,2.4,50.0,20.0,-0.5,15.6
381,23,1.0,15.0,1.9,100.0,5.0,2.0,18.5
382,23,2.0,12.0,3.9,100.0,3.0,1.5,17.2
388,27,2.0,17.0,3.7,33.3,21.0,7.0,13.5
392,27,2.0,2.0,2.0,61.5,22.0,4.8,20.7
396,29,2.0,7.0,3.3,100.0,20.0,10.3,14.7
400,24,1.0,14.0,3.1,83.3,17.0,6.3,17.0
409,25,2.0,22.0,3.6,40.0,7.0,1.6,12.9
410,28,2.0,23.0,4.4,85.7,19.0,5.1,23.2
414,23,2.0,9.0,2.7,50.0,7.0,3.3,13.1
416,25,2.0,26.0,5.3,75.0,9.0,4.0,12.6
419,25,2.0,21.0,7.7,57.1,6.0,2.3,13.9
429,24,2.0,22.0,7.3,75.0,20.0,5.6,8.9
430,22,2.0,10.0,2.4,75.0,20.0,5.6,9.1
431,28,2.0,1.0,3.9,75.0,3.0,2.3,11.9
434,29,2.0,8.0,3.4,90.0,11.0,5.6,17.7
436,27,2.0,9.0,4.2,100.0,1.0,1.0,9.2
447,27,2.0,3.0,1.7,100.0,6.0,3.5,9.2
448,24,2.0,7.0,3.7,75.0,23.0,8.5,9.7
451,26,2.0,16.0,8.8,100.0,19.0,11.0,7.7
459,26,2.0,4.0,4.0,75.0,20.0,5.6,6.4
460,24,2.0,10.0,3.4,50.0,4.0,2.0,6.5
463,23,2.0,18.0,3.9,75.0,20.0,5.6,5.1
465,27,2.0,13.0,5.0,80.0,7.0,4.4,8.7
466,25,2.0,20.0,3.9,100.0,17.0,9.6,9.8
470,26,2.0,13.0,3.0,28.6,6.0,1.1,6.4
478,27,2.0,20.0,3.9,80.0,29.0,8.6,8.3
491,24,2.0,2.0,1.0,60.0,8.0,4.6,5.6
494,23,2.0,8.0,2.4,50.0,5.0,2.5,3.9
499,24,2.0,4.0,2.7,100.0,8.0,5.7,5.5
501,23,2.0,14.0,3.9,75.0,20.0,5.6,3.1
505,27,2.0,5.0,4.0,100.0,6.0,6.0,4.8
509,25,2.0,20.0,3.9,100.0,20.0,20.0,3.0
511,25,2.0,4.0,4.0,100.0,6.0,6.0,3.6
515,23,2.0,5.0,3.5,100.0,6.0,5.5,3.8
520,26,2.0,4.0,4.0,100.0,10.0,5.7,5.1
521,29,2.0,11.0,10.0,75.0,20.0,5.6,2.0
523,24,2.0,4.0,2.2,66.7,8.0,3.0,4.2
524,24,2.0,2.0,1.7,100.0,10.0,5.3,5.1
525,25,2.0,9.0,9.0,100.0,4.0,3.0,3.5
526,25,2.0,3.0,1.8,75.0,6.0,3.5,5.3
531,29,2.0,1.0,1.0,100.0,9.0,5.0,4.6
533,22,2.0,2.0,0.6,100.0,6.0,3.3,4.3
537,22,2.0,4.0,4.0,100.0,6.0,6.0,2.0
540,24,2.0,6.0,2.3,75.0,20.0,5.6,0.7
544,23,2.0,6.0,2.5,75.0,20.0,5.6,0.5
548,25,2.0,4.0,2.2,75.0,20.0,5.6,1.1
550,25,2.0,11.0,6.5,75.0,20.0,5.6,1.3
553,22,2.0,3.0,1.0,100.0,11.0,11.0,2.4
558,26,2.0,4.0,4.0,100.0,4.0,4.0,1.8
559,24,2.0,8.0,6.0,75.0,20.0,5.6,1.2
562,24,2.0,3.0,2.2,75.0,20.0,5.6,1.1
570,32,2.0,1.0,3.9,75.0,20.0,5.6,43.349999999999994
571,32,2.0,20.0,3.9,100.0,4.0,4.0,1.4
574,25,2.0,3.0,3.0,75.0,20.0,5.6,0.3
579,22,2.0,-1.0,-1.0,75.0,20.0,5.6,-0.1
581,25,2.0,20.0,-3.0,100.0,7.0,7.0,1.4
586,25,1.0,3.0,2.0,100.0,5.0,2.0,1.0
592,27,1.0,3.0,1.3,75.0,20.0,5.6,-1.6
596,26,3.0,94.0,5.4,61.3,53.0,3.7,333.1
597,25,1.0,49.0,5.0,77.6,52.0,7.1,377.8
598,25,5.0,70.0,5.0,81.5,50.0,6.7,337.8
607,21,1.0,62.0,5.0,92.3,39.0,7.7,252.8
608,26,2.0,77.0,5.5,74.6,30.0,5.6,258.9
610,23,1.0,80.0,4.3,79.4,28.0,6.4,264.8
613,22,3.0,47.0,4.5,81.7,28.0,5.7,250.4
614,22,2.0,28.0,3.9,73.3,29.0,5.3,231.3
617,25,1.0,59.0,5.6,88.9,26.0,8.3,207.7
626,25,2.0,33.0,4.2,74.5,26.0,6.0,218.5
628,25,6.0,31.0,4.0,73.2,19.0,4.8,223.7
630,26,3.0,69.0,4.0,80.6,18.0,4.4,192.2
631,27,4.0,65.0,4.6,72.7,20.0,3.6,198.4
632,22,1.0,40.0,4.7,81.8,40.0,5.6,202.2
636,23,2.0,98.0,5.1,66.7,37.0,3.9,186.3
642,26,1.0,29.0,4.8,80.4,29.0,6.2,187.8
643,22,2.0,72.0,6.0,75.0,19.0,5.0,168.5
649,27,1.0,25.0,3.9,84.3,23.0,5.3,206.5
650,29,2.0,48.0,4.7,71.7,32.0,6.8,179.5
654,21,3.0,54.0,4.6,80.7,26.0,6.3,189.8
655,23,4.0,82.0,5.3,53.8,28.0,3.8,170.4
660,21,2.0,31.0,4.4,66.7,26.0,5.5,176.0
663,26,2.0,35.0,3.5,71.4,26.0,4.7,163.2
672,24,2.0,31.0,4.3,82.9,29.0,6.3,193.2
694,25,2.0,59.0,4.3,81.4,18.0,5.0,164.6
695,25,2.0,34.0,4.8,46.4,21.0,4.8,142.3
699,23,2.0,26.0,4.1,87.2,59.0,8.3,164.2
700,25,1.0,36.0,5.0,69.2,34.0,9.9,128.2
702,26,1.0,60.0,4.6,77.8,19.0,4.2,136.6
705,24,2.0,32.0,4.6,79.1,30.0,6.0,168.0
708,23,2.0,40.0,4.5,66.7,28.0,6.6,130.3
710,30,1.0,36.0,4.5,88.5,25.0,6.8,136.2
711,35,2.0,38.0,3.9,66.7,23.0,5.6,124.5
712,29,1.0,15.0,3.4,79.7,42.0,6.0,158.1
713,25,1.0,27.0,4.6,83.1,28.0,6.2,165.3
714,27,3.0,17.0,4.3,72.7,29.0,5.4,191.4
720,23,1.0,51.0,4.4,76.0,34.0,5.4,143.6
732,25,2.0,46.0,3.8,76.6,20.0,5.0,132.0
733,25,2.0,25.0,4.2,88.6,29.0,6.7,127.1
735,28,2.0,55.0,3.9,71.7,26.0,5.5,126.2
737,23,2.0,42.0,4.3,70.0,30.0,4.8,120.8
738,21,1.0,61.0,4.3,78.6,38.0,8.8,101.8
742,23,2.0,31.0,4.3,77.8,20.0,5.3,101.6
745,27,1.0,19.0,4.1,69.7,30.0,4.9,109.1
747,23,1.0,41.0,5.0,71.4,15.0,7.4,91.3
749,37,1.0,17.0,3.5,84.2,9.0,4.7,100.2
754,28,1.0,80.0,5.0,84.2,76.0,8.2,99.7
756,30,2.0,18.0,4.1,75.8,24.0,5.8,107.6
759,24,1.0,34.0,3.6,80.8,19.0,5.3,99.6
764,22,2.0,25.0,4.5,86.7,28.0,8.3,86.9
765,24,2.0,15.0,3.8,89.5,24.0,7.8,90.4
769,25,2.0,56.0,4.7,69.4,18.0,5.9,95.6
771,25,2.0,62.0,4.7,83.3,26.0,6.6,95.4
774,28,1.0,43.0,4.5,81.0,17.0,4.0,85.7
776,30,1.0,50.0,4.4,80.0,18.0,4.7,84.9
784,25,2.0,48.0,5.7,77.8,31.0,12.7,75.3
785,28,1.0,10.0,3.5,79.0,34.0,6.0,116.6
787,25,1.0,17.0,3.3,78.4,21.0,4.5,93.9
789,22,2.0,30.0,3.3,71.4,14.0,4.4,74.9
794,29,1.0,10.0,3.8,65.5,41.0,7.0,81.6
804,28,1.0,16.0,4.0,80.0,30.0,6.9,74.6
805,26,2.0,55.0,4.3,50.0,11.0,2.0,66.0
807,22,2.0,31.0,4.3,78.6,13.0,4.4,69.0
808,23,2.0,33.0,3.2,100.0,35.0,6.4,81.2
812,27,3.0,23.0,3.1,80.0,48.0,7.1,84.4
817,25,2.0,46.0,4.8,91.7,15.0,5.5,65.7
820,23,1.0,14.0,3.5,73.1,20.0,7.2,71.8
824,26,2.0,15.0,2.7,57.1,7.0,1.7,55.0
830,26,2.0,22.0,3.7,75.0,24.0,6.6,61.3
837,31,2.0,30.0,4.2,75.0,18.0,6.3,52.9
838,23,2.0,34.0,4.7,76.2,18.0,4.7,63.3
842,24,2.0,36.0,4.6,79.2,34.0,7.2,65.3
851,22,2.0,20.0,3.6,73.3,14.0,4.2,52.5
858,22,2.0,13.0,3.2,85.0,13.0,5.6,56.9
859,25,1.0,24.0,4.3,65.4,17.0,2.9,57.3
863,22,2.0,30.0,5.3,100.0,16.0,10.5,40.3
864,30,3.0,19.0,4.0,63.3,17.0,4.2,57.2
866,32,2.0,20.0,4.3,75.0,9.0,4.8,40.7
869,25,2.0,13.0,4.3,69.2,15.0,4.5,54.5
876,25,2.0,24.0,4.3,90.0,31.0,9.6,42.0
882,25,2.0,20.0,4.3,70.6,9.0,3.2,43.9
883,27,1.0,20.0,5.6,82.6,19.0,6.0,51.1
884,24,2.0,25.0,5.4,75.0,11.0,3.6,36.6
890,26,1.0,11.0,1.7,100.0,20.0,-3.0,30.7
894,28,2.0,14.0,3.2,70.0,18.0,5.8,36.0
904,24,1.0,13.0,3.8,81.8,12.0,5.4,36.5
908,23,2.0,11.0,3.6,75.7,22.0,5.7,53.6
913,23,2.0,14.0,3.6,63.6,37.0,5.9,33.2
916,24,2.0,23.0,4.9,92.3,28.0,6.2,37.1
918,24,1.0,20.0,3.8,87.5,16.0,4.1,31.1
920,22,2.0,12.0,3.5,90.0,50.0,9.0,32.8
924,30,2.0,5.0,2.9,87.0,15.0,6.3,42.6
926,27,2.0,13.0,5.3,88.9,22.0,6.4,30.0
933,26,2.0,13.0,4.3,50.0,4.0,2.0,21.1
934,26,2.0,25.0,4.5,50.0,12.0,2.7,29.9
936,23,2.0,18.0,5.3,100.0,20.0,20.0,21.3
942,27,2.0,10.0,3.6,61.5,30.0,7.5,25.5
946,24,1.0,28.0,5.0,75.0,5.0,3.5,21.0
953,23,1.0,19.0,4.2,50.0,13.0,3.4,23.3
956,24,2.0,3.0,1.3,70.6,23.0,6.5,29.4
958,21,2.0,20.0,3.4,66.7,17.0,6.0,22.7
964,23,1.0,55.0,6.0,100.0,13.0,6.0,21.7
967,26,2.0,7.0,3.6,83.3,12.0,4.2,21.0
968,24,2.0,15.0,4.3,100.0,5.0,5.0,17.0
969,23,1.0,6.0,1.7,69.2,25.0,7.1,24.7
973,24,2.0,22.0,5.8,100.0,15.0,9.0,16.7
975,27,2.0,21.0,5.2,73.3,24.0,5.6,26.1
978,23,2.0,4.0,3.5,71.4,9.0,3.6,20.2
981,27,1.0,34.0,7.0,25.0,22.0,5.5,16.2
983,22,2.0,9.0,3.9,50.0,24.0,6.8,16.1
987,25,2.0,19.0,5.4,100.0,6.0,5.0,14.9
989,32,2.0,14.0,3.1,78.9,15.0,5.3,28.2
991,25,2.0,20.0,3.9,88.9,18.0,7.4,20.7
994,25,2.0,17.0,5.3,66.7,20.0,4.6,17.5
998,25,1.0,17.0,5.5,83.3,17.0,5.7,22.0
1001,27,2.0,26.0,5.1,80.0,11.0,4.2,19.8
1002,27,2.0,16.0,2.9,50.0,10.0,3.0,17.1
1012,22,2.0,28.0,4.8,50.0,4.0,2.0,12.4
1016,26,2.0,20.0,3.9,88.9,12.0,3.9,17.5
1020,23,2.0,18.0,1.8,66.7,38.0,6.7,15.4
1023,27,2.0,12.0,1.9,80.0,18.0,6.8,12.7
1028,24,2.0,23.0,5.7,75.0,20.0,5.6,9.4
1034,23,2.0,20.0,3.9,100.0,15.0,8.0,9.6
1035,23,2.0,19.0,5.0,100.0,8.0,4.0,13.0
1037,26,1.0,7.0,1.9,100.0,10.0,3.6,12.7
1038,26,1.0,-1.0,-1.0,75.0,11.0,3.8,17.4
1042,24,2.0,9.0,4.0,50.0,3.0,1.5,7.7
1043,24,2.0,6.0,3.1,64.3,12.0,3.3,16.4
1044,32,2.0,6.0,2.7,50.0,5.0,2.5,8.3
1045,28,2.0,3.0,1.8,73.3,13.0,3.9,17.6
1048,23,2.0,20.0,3.9,100.0,11.0,11.0,8.1
1053,24,2.0,18.0,6.5,100.0,19.0,10.0,8.6
1057,29,2.0,11.0,2.3,83.3,15.0,7.2,10.7
1060,28,2.0,7.0,2.6,100.0,12.0,7.0,8.6
1061,26,2.0,13.0,3.3,100.0,19.0,5.3,7.9
1064,25,2.0,19.0,5.3,100.0,2.0,2.0,6.0
1072,24,2.0,20.0,3.9,80.0,16.0,7.8,7.9
1082,24,2.0,1.0,1.0,100.0,12.0,4.7,13.3
1083,27,2.0,5.0,2.5,66.7,11.0,6.7,5.5
1088,26,2.0,3.0,1.5,55.6,14.0,2.0,7.7
1097,24,2.0,7.0,3.1,75.0,20.0,5.6,3.4
1099,26,2.0,12.0,5.2,75.0,20.0,5.6,3.1
1101,24,2.0,3.0,3.0,100.0,27.0,27.0,4.0
1102,24,2.0,8.0,2.8,100.0,5.0,5.0,2.6
1107,22,2.0,7.0,3.4,75.0,20.0,5.6,2.4
1111,22,2.0,10.0,3.8,50.0,20.0,5.6,2.9
1112,27,2.0,2.0,2.0,40.0,13.0,2.6,3.7
1119,23,2.0,5.0,4.5,100.0,7.0,7.0,2.6
1124,26,2.0,5.0,1.9,75.0,20.0,5.6,1.5
1126,31,2.0,5.0,5.0,100.0,9.0,9.0,2.4
1130,24,2.0,20.0,3.9,100.0,6.0,4.5,2.9
1134,27,2.0,2.0,1.0,100.0,7.0,7.0,1.9
1136,25,2.0,20.0,3.9,100.0,6.0,6.0,1.6
1141,23,2.0,6.0,4.3,75.0,20.0,5.6,1.3
1146,29,2.0,20.0,3.9,100.0,7.0,3.0,2.6
1147,29,2.0,6.0,4.5,75.0,20.0,5.6,0.9
1149,24,2.0,4.0,4.0,100.0,3.0,3.0,1.7
1154,23,2.0,5.0,4.0,75.0,20.0,5.6,0.8
1155,26,1.0,5.0,5.0,100.0,10.0,5.3,4.6
1160,26,2.0,4.0,1.3,75.0,20.0,5.6,0.4
1161,33,2.0,20.0,3.9,50.0,2.0,1.0,1.2
1164,24,2.0,3.0,3.0,75.0,20.0,5.6,0.3
1169,22,2.0,-12.0,-12.0,100.0,2.0,2.0,43.349999999999994
1174,23,1.0,84.0,4.8,81.7,28.0,7.1,471.2
1176,25,5.0,74.0,5.1,75.0,75.0,8.6,294.6
1177,25,3.0,56.0,4.6,72.1,67.0,7.0,314.8
1178,24,3.0,33.0,4.5,76.1,27.0,5.9,311.7
1179,24,4.0,75.0,4.5,84.1,31.0,8.2,292.4
1182,24,3.0,88.0,5.0,73.5,32.0,5.7,255.2
1183,24,3.0,35.0,4.2,85.2,84.0,9.2,309.0
1184,30,2.0,53.0,5.0,89.7,25.0,8.5,242.5
1191,25,7.0,59.0,4.4,78.7,21.0,5.7,232.6
1194,22,1.0,68.0,4.6,71.2,65.0,6.0,244.1
1196,23,2.0,41.0,4.1,77.8,33.0,6.4,225.4
1197,25,3.0,25.0,3.8,63.3,23.0,4.2,219.4
1202,24,1.0,81.0,4.3,76.0,27.0,5.2,259.4
1209,21,1.0,51.0,4.8,74.1,28.0,6.1,191.6
1211,22,2.0,65.0,4.6,79.4,45.0,8.1,218.7
1214,24,4.0,40.0,4.7,83.5,41.0,5.5,248.5
1215,23,2.0,63.0,4.4,82.4,14.0,4.8,181.3
1220,25,2.0,80.0,4.8,73.5,26.0,5.1,214.2
1222,25,2.0,40.0,4.5,72.9,36.0,4.1,197.7
1234,27,2.0,41.0,5.6,63.6,39.0,8.2,165.2
1236,27,1.0,19.0,3.2,84.6,23.0,5.9,215.0
1240,22,2.0,55.0,3.7,71.4,30.0,5.3,170.4
1245,29,4.0,58.0,4.4,62.5,14.0,2.6,153.2
1249,24,2.0,26.0,3.7,60.0,19.0,4.7,152.6
1268,27,3.0,28.0,3.6,84.3,28.0,5.9,197.6
1269,26,4.0,24.0,3.8,76.4,25.0,5.4,180.8
1270,22,3.0,49.0,4.2,77.5,41.0,7.7,166.3
1271,34,3.0,32.0,4.3,73.9,22.0,6.2,147.0
1272,27,1.0,32.0,3.9,75.8,59.0,6.8,200.2
1275,29,2.0,30.0,4.4,79.1,30.0,5.5,157.2
1278,22,4.0,38.0,5.1,70.7,49.0,4.7,147.9
1281,26,2.0,48.0,4.0,70.0,37.0,6.0,135.4
1282,24,1.0,25.0,4.0,89.5,26.0,6.6,145.5
1284,27,1.0,91.0,4.5,81.1,32.0,5.8,141.1
1287,26,1.0,40.0,4.9,71.0,21.0,6.6,154.0
1289,24,2.0,45.0,4.3,86.7,17.0,5.6,146.3
1290,28,1.0,18.0,3.7,76.6,31.0,7.9,141.5
1296,25,1.0,17.0,3.1,66.7,16.0,4.8,116.5
1297,25,2.0,20.0,4.4,71.4,20.0,4.9,111.4
1302,23,2.0,26.0,3.8,86.0,19.0,5.1,142.2
1305,31,3.0,39.0,4.6,82.4,23.0,5.3,118.6
1310,24,2.0,63.0,5.3,100.0,10.0,6.4,92.6
1311,26,2.0,36.0,3.6,87.8,28.0,7.1,121.9
1312,24,3.0,19.0,3.3,76.0,31.0,4.4,163.9
1318,24,2.0,83.0,5.1,86.4,17.0,5.5,103.3
1321,36,2.0,41.0,3.6,81.3,18.0,6.3,94.9
1332,22,1.0,20.0,3.6,66.7,36.0,8.5,85.0
1334,29,1.0,33.0,4.6,71.1,32.0,7.3,101.1
1335,23,1.0,18.0,3.8,75.9,21.0,5.5,117.9
1336,22,1.0,44.0,5.3,75.0,21.0,5.4,89.2
1337,24,4.0,25.0,4.0,92.3,39.0,7.8,96.9
1341,23,2.0,37.0,5.1,57.1,31.0,5.0,82.8
1350,23,1.0,58.0,5.7,72.7,30.0,7.5,75.3
1356,24,1.0,16.0,4.2,84.1,29.0,6.5,101.4
1362,21,1.0,35.0,4.6,83.3,17.0,6.8,68.4
1364,26,2.0,17.0,3.7,33.3,10.0,2.7,59.1
1366,24,2.0,27.0,4.1,71.4,12.0,4.9,67.2
1367,23,1.0,13.0,2.7,82.5,27.0,5.4,104.4
1375,21,1.0,23.0,3.9,75.0,14.0,5.8,57.9
1383,24,1.0,41.0,3.4,78.9,52.0,8.8,67.8
1386,29,1.0,16.0,3.7,72.4,39.0,6.5,93.6
1390,22,2.0,60.0,5.8,77.8,45.0,8.8,57.4
1393,26,2.0,44.0,5.4,81.0,26.0,5.5,83.8
1397,24,2.0,59.0,5.6,75.0,7.0,4.3,50.0
1401,26,2.0,13.0,3.7,83.7,33.0,7.5,82.8
1402,25,2.0,55.0,6.0,63.6,11.0,3.9,54.0
1405,24,2.0,18.0,2.7,76.7,21.0,6.8,68.2
1409,24,2.0,25.0,3.9,60.0,25.0,6.8,46.9
1412,29,2.0,21.0,4.5,81.8,29.0,10.1,50.9
1413,22,2.0,18.0,3.9,53.3,14.0,4.7,49.5
1416,25,1.0,30.0,4.2,25.0,5.0,1.3,43.2
1419,29,1.0,17.0,3.9,78.1,24.0,5.1,66.3
1423,25,2.0,12.0,1.5,76.1,21.0,6.2,75.3
1425,24,2.0,8.0,1.8,58.3,13.0,2.6,51.8
1426,28,2.0,25.0,3.2,69.8,35.0,5.4,68.4
1429,23,2.0,16.0,3.1,58.3,31.0,6.0,51.2
1430,25,2.0,22.0,3.8,73.3,21.0,6.8,48.2
1434,22,1.0,40.0,4.3,77.4,13.0,3.5,60.2
1439,25,2.0,48.0,4.8,100.0,31.0,11.8,40.4
1450,28,2.0,6.0,2.3,83.3,49.0,10.0,50.6
1453,23,1.0,6.0,2.3,50.0,7.0,3.5,30.7
1464,22,1.0,19.0,3.8,71.4,18.0,4.2,42.0
1469,24,2.0,11.0,3.8,80.0,19.0,6.1,38.1
1471,31,2.0,17.0,3.9,58.3,9.0,2.8,33.2
1479,24,2.0,28.0,4.8,78.6,11.0,6.2,36.3
1481,26,1.0,15.0,5.0,71.4,16.0,4.2,39.3
1482,22,2.0,27.0,3.7,58.3,20.0,4.3,31.4
1487,23,2.0,59.0,7.3,66.7,32.0,6.3,29.3
1491,22,2.0,12.0,3.5,90.0,19.0,4.3,32.1
1494,23,2.0,40.0,6.9,81.8,9.0,2.0,31.2
1500,26,1.0,9.0,2.4,65.4,36.0,5.7,37.6
1510,26,2.0,15.0,3.2,76.5,21.0,5.3,32.3
1511,25,1.0,17.0,3.1,83.3,21.0,6.3,28.8
1513,22,2.0,22.0,3.8,66.7,14.0,6.2,22.4
1517,21,2.0,29.0,6.3,84.6,11.0,4.3,28.0
1525,26,1.0,12.0,3.7,86.7,23.0,8.3,29.7
1532,25,2.0,17.0,3.7,69.2,18.0,4.9,23.5
1535,25,2.0,45.0,4.2,85.7,11.0,6.9,20.0
