player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Trayveon Williams,45775,HB,CIN,16,0,7,75.1,1,1,23,19.3,21.6,91.3,0,3,1,27,125,69.9,1,1,17,23.0,24.7,88.2,3,1,19,77
Gerald Everett,11799,TE,LAC,15,0,27,67.5,0,1,26,7.4,7.2,98.1,1,1,0,27,373,52.6,0,1,7,3.8,3.6,92.9,1,0,7,196
Hunter Henry,10669,TE,NE,14,1,19,74.8,0,0,25,6.3,6.3,100.0,3,0,0,26,414,70.0,0,0,3,1.6,1.5,100.0,0,0,3,200
T.J. Hockenson,40912,TE,MIN,15,0,18,65.6,1,3,25,4.7,4.6,92.0,0,4,0,26,563,49.6,0,1,2,0.8,0.7,75.0,1,0,2,272
Aaron Jones,11937,HB,GB,13,0,12,63.2,1,1,24,10.6,10.6,95.8,0,2,0,25,236,61.0,1,0,13,15.1,16.1,96.2,1,0,14,87
Luke Musgrave,98499,TE,GB,13,0,12,45.7,1,1,23,7.3,7.5,95.7,0,2,0,25,334,,0,0,0,0.0,0.0,,0,0,0,144
Foster Sarell,52272,T,LAC,1,0,27,51.6,0,2,25,100.0,100.0,96.0,0,2,0,25,25,80.4,0,0,12,100.0,100.0,100.0,0,0,12,12
Tony Jones Jr.,40498,HB,ARZ,7,0,1,50.9,1,3,24,25.5,25.3,87.5,0,5,1,25,99,42.7,0,3,16,28.6,28.3,84.4,4,1,17,60
Jonathan Taylor,57488,HB,IND,10,0,14,57.1,0,4,20,10.1,11.3,90.0,0,4,0,24,212,52.4,0,3,11,12.8,14.1,86.4,3,0,13,92
Jeremy Ruckert,84029,TE,NYJ,14,1,22,36.3,1,0,23,14.4,14.5,97.8,1,1,0,24,166,73.1,0,0,2,3.8,3.7,100.0,0,0,2,54
Kyle Juszczyk,7912,FB,SF,20,0,28,74.8,0,0,23,8.3,8.3,95.7,0,1,1,24,289,78.4,0,0,2,2.3,3.3,100.0,0,0,3,91
Dameon Pierce,83659,HB,HST,13,0,13,87.8,0,0,23,17.2,17.1,100.0,0,0,0,24,140,74.4,0,0,1,2.1,2.1,100.0,0,0,1,48
Michael Burton,9601,FB,DEN,17,0,10,84.0,0,0,21,30.0,31.6,100.0,0,0,0,24,76,85.6,0,0,9,31.0,31.3,100.0,0,0,10,32
Fred Johnson,46951,T,PHI,1,0,24,76.2,0,1,23,100.0,100.0,97.8,0,1,0,23,23,74.6,0,1,12,100.0,100.0,95.8,1,0,12,12
Kevin Rader,30887,TE,TEN,14,0,31,50.1,0,2,20,38.5,41.8,95.0,0,2,0,23,55,,0,0,0,0.0,0.0,,0,0,0,5
C.J. Uzomah,9590,TE,NYJ,12,0,22,48.9,0,2,23,18.4,17.2,91.3,0,3,1,23,134,54.5,0,0,3,5.9,5.4,100.0,0,0,3,56
Travis Kelce,7844,TE,KC,19,3,16,77.9,0,1,22,3.2,3.2,97.7,6,1,0,23,726,71.7,0,0,1,0.3,0.5,100.0,0,0,2,366
Josh Whyle,54037,TE,TEN,11,0,31,79.0,0,1,21,26.9,27.7,97.6,0,1,0,23,83,76.2,0,0,3,10.0,9.7,100.0,0,0,3,31
Ko Kieft,41372,TE,TB,18,0,30,68.2,0,2,23,29.9,28.8,95.7,0,2,0,23,80,,0,0,0,0.0,0.0,,0,0,0,6
Harrison Bryant,26394,TE,CLV,18,0,8,80.2,0,0,22,11.9,11.7,100.0,0,0,0,23,196,62.8,0,0,4,7.8,7.5,100.0,0,0,4,53
Austin Deculus,59821,T,NYJ,1,0,22,53.6,3,0,18,100.0,100.0,91.7,0,3,0,22,22,29.1,2,0,7,100.0,100.0,85.7,2,0,7,7
Jakob Johnson,32565,FB,LV,12,0,23,83.1,0,0,20,31.3,32.8,100.0,0,0,0,22,67,,0,0,0,0.0,0.0,,0,0,0,12
Evan Engram,11778,TE,JAX,17,0,15,61.8,0,0,21,3.3,3.2,100.0,1,0,0,22,678,32.5,0,0,3,1.0,0.9,100.0,0,0,3,327
Nick Bawden,27413,FB,NYJ,16,0,22,55.3,0,2,21,37.5,37.3,95.2,1,2,0,22,59,70.8,0,1,6,28.6,27.3,91.7,1,0,6,22
Kion Smith,136103,T,MIA,4,0,17,86.1,0,0,21,100.0,100.0,100.0,0,0,0,22,22,81.6,0,0,5,100.0,100.0,100.0,0,0,5,5
Tommy Tremble,84025,TE,CAR,16,0,5,62.0,1,0,20,7.4,7.7,97.5,1,1,0,22,286,,0,0,0,0.0,0.0,,0,0,0,147
Rico Dowdle,40693,HB,DAL,17,0,9,34.1,0,4,18,12.9,13.9,88.9,0,4,0,21,151,28.6,0,4,11,18.6,18.5,81.8,4,0,12,65
Darren Waller,9637,TE,NYG,12,0,21,57.6,0,2,19,5.2,5.3,94.7,0,2,0,21,396,46.1,0,1,4,2.3,3.1,87.5,1,0,6,193
Andrew Ogletree,138351,TE,IND,12,0,14,80.1,0,0,18,12.1,13.2,100.0,0,0,0,21,159,68.9,0,0,2,3.8,3.7,100.0,0,0,2,54
DeeJay Dallas,55632,HB,SEA,10,0,29,49.9,2,1,21,30.0,26.6,92.9,0,3,0,21,79,58.4,1,0,9,23.1,20.0,94.4,1,0,9,45
Darrell Henderson,41193,HB,LA,4,0,26,69.0,0,0,20,27.8,26.9,100.0,0,0,0,21,78,40.5,0,0,6,14.0,12.8,100.0,0,0,6,47
Ricky Stromberg,99066,G,WAS,3,0,32,41.7,0,1,19,100.0,100.0,97.4,0,1,0,21,21,80.2,0,0,3,100.0,100.0,100.0,0,0,5,5
Dallas Goedert,47272,TE,PHI,15,0,24,79.7,0,0,19,3.9,3.9,100.0,1,0,0,20,514,73.2,0,0,7,3.0,2.8,100.0,0,0,7,249
Blake Bell,9550,TE,KC,21,1,16,46.5,1,2,18,17.0,16.4,91.7,1,3,0,19,116,70.2,0,0,1,3.4,2.9,100.0,0,0,1,35
Trey McBride,75916,TE,ARZ,17,0,1,55.1,1,0,15,3.6,4.2,96.7,0,1,0,19,455,28.4,1,0,2,1.2,1.1,75.0,1,0,2,190
Mitchell Wilcox,47234,TE,CIN,16,0,7,74.0,1,0,19,21.6,21.1,97.4,0,1,0,19,90,73.9,0,0,2,9.5,8.7,100.0,0,0,2,23
Cam Akers,57206,HB,MIN,7,0,18,71.2,1,0,19,28.8,26.4,97.4,0,1,0,19,72,64.5,0,0,5,22.7,20.8,100.0,0,0,5,24
Charlie Woerner,42257,TE,SF,19,0,28,38.4,1,3,16,13.6,14.3,87.5,0,4,0,18,126,16.8,0,2,3,6.7,8.5,66.7,2,0,4,47
Zamir White,83665,HB,LV,13,0,23,46.4,0,0,18,16.7,16.2,100.0,0,0,0,18,111,74.6,0,0,1,2.3,2.2,100.0,0,0,1,45
Tank Bigsby,123974,HB,JAX,11,1,15,32.1,1,1,17,30.4,30.0,94.1,1,2,0,18,60,22.5,1,0,5,23.8,24.0,90.0,1,0,6,25
Isaiah Spiller,99146,HB,LAC,9,0,27,29.0,0,5,16,24.6,25.7,84.4,1,5,0,18,70,24.9,0,4,8,36.4,38.5,75.0,4,0,10,26
Pierre Strong Jr.,66619,HB,CLV,14,0,8,62.4,0,1,16,18.0,19.1,96.9,0,1,0,18,94,37.0,0,0,3,9.1,13.5,100.0,0,0,5,37
Ben Sims,77918,TE,GB,16,0,12,68.7,0,1,18,25.0,23.1,91.7,0,2,1,18,78,69.2,0,0,1,5.0,4.5,100.0,0,0,1,22
Trey Sermon,57372,HB,IND,8,0,14,69.4,0,0,16,27.1,26.2,100.0,0,0,0,17,65,66.5,0,0,14,41.2,37.5,100.0,0,0,15,40
Luke Wattenberg,41024,G,DEN,3,0,10,33.0,0,2,17,100.0,100.0,94.1,0,2,0,17,17,20.3,0,1,4,100.0,100.0,87.5,1,0,4,4
Davis Allen,99697,TE,LA,12,0,26,75.5,0,1,14,14.1,15.6,96.4,0,1,0,17,109,,0,0,0,0.0,0.0,,0,0,0,42
Pat Freiermuth,84085,TE,PIT,13,0,25,77.5,0,0,16,5.0,4.7,100.0,2,0,0,16,340,74.1,0,0,5,2.8,2.6,100.0,0,0,5,193
Ronnie Rivers,57208,HB,LA,8,0,26,46.0,0,1,15,25.4,24.6,96.7,0,1,0,16,65,43.0,0,1,4,19.0,20.0,87.5,1,0,5,25
Keaontay Ingram,77761,HB,KC,7,0,16,60.8,1,1,13,20.3,22.5,92.3,0,2,0,16,71,47.0,0,1,2,7.1,6.7,75.0,1,0,2,30
Ian Thomas,42130,TE,CAR,11,0,5,32.7,0,2,15,16.3,16.3,80.0,1,4,2,16,98,,0,0,0,0.0,0.0,,0,0,0,33
Asim Richards,99674,T,DAL,5,0,9,63.9,0,1,15,100.0,100.0,96.7,0,1,0,16,16,18.2,0,1,3,100.0,100.0,83.3,1,0,3,3
Warren McClendon Jr.,99081,T,LA,2,0,26,45.0,0,1,14,100.0,100.0,89.3,0,2,1,16,16,32.0,0,1,9,100.0,100.0,83.3,2,1,9,9
Josiah Deguara,47034,TE,GB,16,0,12,29.1,1,0,13,14.6,15.8,96.2,0,1,0,15,95,69.2,0,0,1,3.3,3.2,100.0,0,0,1,31
Jack Conklin,10642,T,CLV,1,0,8,78.9,0,0,15,100.0,100.0,100.0,0,0,0,15,15,77.4,0,0,4,100.0,100.0,100.0,0,0,4,4
Kylen Granson,40630,TE,IND,15,0,14,63.8,0,1,14,4.6,4.7,89.3,0,2,1,15,321,50.1,0,1,3,2.0,1.8,83.3,1,0,3,165
Payne Durham,84037,TE,TB,15,0,30,70.7,0,1,12,15.2,17.1,95.8,0,1,0,14,82,,0,0,0,0.0,0.0,,0,0,0,26
Nick Vannett,10728,TE,LAC,8,0,27,73.8,0,0,14,31.8,31.1,100.0,0,0,0,14,45,72.2,0,0,2,16.7,15.4,100.0,0,0,2,13
Matt Pryor,46647,T,SF,3,0,28,80.8,0,0,13,100.0,100.0,100.0,0,0,0,14,14,79.2,0,0,6,100.0,100.0,100.0,0,0,6,6
Brian Allen,46104,C,LA,2,0,26,79.8,0,0,12,100.0,100.0,100.0,0,0,0,14,14,75.2,0,0,4,100.0,100.0,100.0,0,0,4,4
Nick Saldiveri,81785,G,NO,1,0,20,32.2,0,1,12,100.0,100.0,95.8,0,1,0,14,14,21.7,0,1,9,100.0,100.0,94.4,1,0,10,10
James Mitchell,77885,TE,DET,13,0,11,74.4,0,0,14,21.5,20.3,100.0,0,0,0,14,69,45.1,0,0,2,10.0,10.0,100.0,0,0,2,20
Charlie Kolar,60917,TE,BLT,13,0,3,55.1,0,1,13,16.7,16.0,96.2,0,1,0,13,81,,0,0,0,0.0,0.0,,0,0,0,29
Josh Sills,41748,G,IND,4,0,14,48.8,0,1,13,100.0,100.0,96.2,0,1,0,13,13,2.0,0,1,4,100.0,100.0,87.5,1,0,4,4
Quinn Bailey,46669,G,DEN,9,0,10,79.3,0,0,11,84.6,86.7,100.0,0,0,0,13,15,,0,0,0,,,,0,0,0,0
Mike Boone,31615,HB,HST,9,0,13,14.5,0,2,13,15.3,14.1,84.6,0,3,1,13,92,35.2,0,1,7,13.2,12.5,78.6,2,1,7,56
Tucker Fisk,52286,TE,ATL,6,0,2,54.7,0,1,12,57.1,59.1,95.8,0,1,0,13,22,,0,0,0,,,,0,0,0,0
John Ojukwu,58530,T,TEN,3,0,31,50.0,1,1,11,68.8,72.2,81.8,0,3,1,13,18,,0,0,0,,,,0,0,0,0
Sean Harlow,11891,C,NYG,1,0,21,73.3,0,1,12,100.0,100.0,95.8,0,1,0,13,13,71.0,0,1,10,100.0,100.0,95.0,1,0,10,10
Craig Reynolds,94383,HB,DET,14,0,11,24.0,0,4,13,16.9,16.9,76.9,0,5,1,13,77,15.5,0,4,7,20.0,20.0,57.1,5,1,7,35
Tre' McKitty,60896,TE,LAC,6,0,27,57.2,0,0,11,55.0,52.2,100.0,1,0,0,12,23,73.1,0,0,2,100.0,100.0,100.0,0,0,2,2
Chase Edmonds,45851,HB,TB,15,0,30,40.4,0,1,10,9.3,10.3,95.0,0,1,0,12,117,53.4,0,1,6,11.3,13.6,91.7,1,0,8,59
Keaton Mitchell,123826,HB,BLT,7,0,3,35.9,0,1,12,19.0,17.9,87.5,0,2,1,12,67,29.0,0,1,5,19.2,17.2,90.0,1,0,5,29
Ty Johnson,45769,HB,BUF,9,0,4,58.9,0,1,12,19.4,18.8,95.8,0,1,0,12,64,56.7,0,1,3,12.0,11.5,83.3,1,0,3,26
Eric Saubert,11929,TE,HST,8,0,13,34.2,0,3,12,31.6,29.3,87.5,0,3,0,12,41,,0,0,0,0.0,0.0,,0,0,0,7
Connor Heyward,57301,TE,PIT,18,0,25,72.1,0,1,11,5.0,4.6,95.5,1,1,0,11,237,72.7,0,0,1,0.9,0.8,100.0,0,0,1,130
Kyle Pitts,83964,TE,ATL,17,2,2,77.6,0,0,8,1.7,2.0,100.0,2,0,0,10,496,71.6,0,0,1,0.5,0.5,100.0,0,0,1,207
Reggie Gilliam,40951,FB,BUF,16,0,4,62.8,0,1,10,29.4,29.4,95.0,0,1,0,10,34,70.2,0,0,1,25.0,25.0,100.0,0,0,1,4
Stone Smartt,60492,TE,LAC,16,0,27,48.1,0,1,8,4.8,5.6,93.7,2,1,0,10,177,20.8,0,0,1,1.4,2.6,100.0,0,0,2,76
Jeff Wilson Jr.,29413,HB,MIA,10,0,17,27.1,0,1,9,8.6,9.3,94.4,0,1,0,10,108,72.5,0,0,2,5.6,5.6,100.0,0,0,2,36
Nick Westbrook-Ikhine,47861,WR,TEN,14,1,31,79.6,0,0,10,3.0,2.8,100.0,1,0,0,10,362,,0,0,0,0.0,0.0,,0,0,0,162
Sean McKeon,42266,TE,DAL,9,0,9,79.2,0,0,10,24.4,23.3,100.0,0,0,0,10,43,74.4,0,0,1,20.0,16.7,100.0,0,0,1,6
Johnny Mundt,12206,TE,MIN,16,0,18,56.1,0,0,9,7.3,7.6,100.0,0,0,0,10,131,69.8,0,0,0,0.0,1.4,,0,0,1,70
Prince Tega Wanogho,44820,T,KC,2,0,16,21.1,2,0,9,100.0,100.0,88.9,0,2,0,9,9,4.5,2,0,5,100.0,100.0,80.0,2,0,5,5
Peyton Hendershot,60915,TE,DAL,9,0,9,85.1,0,0,8,11.0,12.0,100.0,0,0,0,9,75,75.0,0,0,0,0.0,4.2,,0,0,1,24
Damien Harris,35134,HB,BUF,5,0,4,85.3,0,0,8,34.8,33.3,100.0,0,0,0,9,27,78.7,0,0,2,28.6,25.0,100.0,0,0,2,8
Deuce Vaughn,122624,HB,DAL,6,0,9,35.7,0,2,9,31.0,30.0,88.9,0,2,0,9,30,29.7,0,1,4,36.4,33.3,87.5,1,0,4,12
Quintin Morris,61182,TE,BUF,15,0,4,71.9,0,0,7,11.5,13.4,100.0,0,0,0,9,67,62.3,0,0,1,4.8,4.5,100.0,0,0,1,22
Darrynton Evans,40692,HB,MIA,6,0,17,73.9,0,1,9,19.6,19.1,94.4,0,1,0,9,47,80.3,0,0,3,15.0,14.3,100.0,0,0,3,21
Puka Nacua,100632,WR,LA,18,0,26,72.0,1,0,9,1.5,1.4,94.4,2,1,0,9,659,,0,0,0,0.0,0.0,,0,0,0,339
Adam Prentice,35639,FB,NO,12,0,20,33.9,0,0,9,19.6,19.6,100.0,0,0,0,9,46,24.6,0,0,5,15.2,15.2,100.0,0,0,5,33
Tyler Scott,123578,WR,CHI,17,0,6,80.6,0,0,8,3.0,3.0,100.0,0,0,0,8,271,,0,0,0,0.0,0.0,,0,0,0,150
Kenny Yeboah,42196,TE,NYJ,5,0,22,54.8,0,1,8,18.6,17.8,93.7,0,1,0,8,45,,0,0,0,0.0,0.0,,0,0,0,15
Robert Tonyan,12193,TE,CHI,17,0,6,59.7,0,1,8,4.7,4.4,93.7,1,1,0,8,183,65.8,0,0,1,1.1,1.1,100.0,0,0,1,91
Lawrence Cager,34914,TE,NYG,9,0,21,72.2,0,0,7,12.5,12.7,100.0,0,0,0,8,63,,0,0,0,0.0,0.0,,0,0,0,33
Justin Herron,46271,T,LV,3,0,23,68.7,0,0,8,100.0,100.0,100.0,0,0,0,8,8,57.3,0,0,3,100.0,100.0,100.0,0,0,3,3
Grant Calcaterra,60997,TE,PHI,13,0,24,65.9,0,0,8,14.5,14.5,100.0,0,0,0,8,55,40.3,0,0,2,8.3,8.3,100.0,0,0,2,24
Chase Brown,77787,HB,CIN,10,0,7,26.7,0,0,6,14.6,18.2,100.0,1,0,0,8,44,13.4,0,0,3,21.4,26.7,100.0,0,0,4,15
Austen Pleasants,37066,T,LAC,1,0,27,4.8,0,2,8,100.0,100.0,87.5,0,2,0,8,8,0.0,0,1,2,100.0,100.0,75.0,1,0,2,2
Hroniss Grasu,9504,C,LV,1,0,23,60.2,0,1,7,100.0,100.0,92.9,0,1,0,7,7,46.8,0,1,3,100.0,100.0,83.3,1,0,3,3
Jordan Akins,47050,TE,CLV,18,0,8,43.5,0,1,7,5.2,5.1,78.6,0,2,1,7,137,69.2,0,0,1,1.8,1.7,100.0,0,0,1,59
Elijah Mitchell,57272,HB,SF,11,0,28,43.5,0,0,7,11.7,11.1,100.0,0,0,0,7,63,24.2,0,0,3,17.6,15.8,100.0,0,0,3,19
Gabe Davis,55410,WR,BUF,17,0,4,65.3,1,1,7,1.3,1.2,85.7,0,2,0,7,598,,0,0,0,0.0,0.0,,0,0,0,272
Mark Andrews,47436,TE,BLT,11,0,3,71.0,0,0,6,2.0,2.2,100.0,0,0,0,7,316,,0,0,0,0.0,0.0,,0,0,0,152
Isaiah Likely,83955,TE,BLT,19,0,3,40.5,0,0,7,2.0,1.9,100.0,2,0,0,7,367,,0,0,0,0.0,0.0,,0,0,0,178
Derrick Gore,32342,HB,WAS,4,0,32,83.7,0,0,5,29.4,36.8,100.0,0,0,0,7,19,81.5,0,0,1,10.0,25.0,100.0,0,0,3,12
Chris Rodriguez Jr.,83689,HB,WAS,6,0,32,82.7,0,0,6,17.1,18.4,100.0,0,0,0,7,38,,0,0,0,0.0,0.0,,0,0,0,9
Hunter Luepke,91319,FB,DAL,17,0,9,20.2,1,1,7,15.2,13.2,85.7,0,2,0,7,53,5.2,0,1,1,16.7,14.3,50.0,1,0,1,7
Ryan Van Demark,55113,T,BUF,3,0,4,27.2,1,0,7,100.0,100.0,92.9,0,1,0,7,7,0.0,1,0,3,100.0,100.0,83.3,1,0,3,3
Nate Adkins,87625,TE,DEN,10,0,10,40.7,1,1,7,21.9,20.6,85.7,1,2,0,7,34,,0,0,0,0.0,0.0,,0,0,0,9
Cedric Tillman,84434,WR,CLV,14,0,8,76.4,1,0,5,1.4,1.6,90.0,1,1,0,6,382,,0,0,0,0.0,0.0,,0,0,0,173
Allen Robinson II,8696,WR,PIT,18,0,25,61.3,0,1,6,1.4,1.3,91.7,0,1,0,6,445,,0,0,0,0.0,0.0,,0,0,0,241
Boston Scott,39462,HB,PHI,10,0,24,35.1,0,1,5,13.5,15.8,90.0,0,1,0,6,38,75.7,0,0,1,5.6,5.6,100.0,0,0,1,18
Jaleel McLaughlin,138346,HB,DEN,16,0,10,34.6,0,1,5,4.9,5.6,90.0,0,1,0,6,108,75.0,0,0,0,0.0,2.9,,0,0,1,35
Nick Chubb,45783,HB,CLV,2,0,8,25.8,0,1,6,27.3,27.3,91.7,0,1,0,6,22,6.1,0,0,1,25.0,25.0,100.0,0,0,1,4
Jason Cabinda,50714,FB,DET,7,0,11,26.9,1,0,6,30.0,30.0,91.7,0,1,0,6,20,3.1,1,0,1,16.7,16.7,50.0,1,0,1,6
Kendre Miller,123091,HB,NO,8,0,20,27.4,0,1,6,10.0,10.0,91.7,0,1,0,6,60,76.8,0,0,2,9.1,9.1,100.0,0,0,2,22
Irv Smith Jr.,42060,TE,CIN,12,0,7,53.6,0,1,6,2.6,2.5,91.7,0,1,0,6,243,,0,0,0,0.0,0.0,,0,0,0,110
Jonathan Mingo,97774,WR,CAR,15,0,5,76.4,0,0,5,0.9,1.0,100.0,0,0,0,6,578,,0,0,0,0.0,0.0,,0,0,0,338
David Bell,97989,WR,CLV,16,0,8,78.0,0,0,5,3.1,3.6,100.0,0,0,0,6,169,,0,0,0,0.0,0.0,,0,0,0,82
Dalton Kincaid,91791,TE,BUF,18,0,4,44.3,0,0,6,1.2,1.1,100.0,3,0,0,6,551,65.4,0,0,1,0.4,0.4,100.0,0,0,1,252
Tim Jones,61669,WR,JAX,16,0,15,81.0,0,0,5,2.6,2.5,100.0,0,0,0,5,199,73.1,0,0,1,1.2,1.1,100.0,0,0,1,89
Max Scharping,46961,C,CIN,1,0,7,77.9,0,0,5,100.0,100.0,100.0,0,0,0,5,5,74.9,0,0,2,100.0,100.0,100.0,0,0,2,2
Melvin Gordon III,9448,HB,BLT,4,0,3,36.9,0,1,5,22.7,21.7,90.0,0,1,0,5,23,18.3,0,1,2,20.0,20.0,75.0,1,0,2,10
Brandon Powell,48036,WR,MIN,13,1,18,76.7,0,0,4,1.4,1.6,100.0,1,0,0,5,305,,0,0,0,0.0,0.0,,0,0,0,181
Donovan Peoples-Jones,61439,WR,DET,17,0,11,79.4,0,0,5,1.9,1.7,100.0,0,0,0,5,286,,0,0,0,0.0,0.0,,0,0,0,139
Rashaad Penny,27414,HB,PHI,2,0,24,18.0,0,0,4,25.0,29.4,75.0,1,1,1,5,17,12.3,0,0,3,42.9,50.0,66.7,1,1,4,8
David Wells,34985,TE,TB,5,0,30,79.3,0,0,5,31.3,31.3,100.0,0,0,0,5,16,,0,0,0,0.0,0.0,,0,0,0,4
Ben Brown,59869,G,SEA,1,0,29,77.7,0,0,5,100.0,100.0,100.0,0,0,0,5,5,71.0,0,0,1,100.0,100.0,100.0,0,0,1,1
La'Mical Perine,26408,HB,KC,4,0,16,79.2,0,0,5,13.9,13.9,100.0,0,0,0,5,36,,0,0,0,0.0,0.0,,0,0,0,11
Jackson Carman,52575,T,CIN,1,0,7,48.5,0,1,5,100.0,100.0,90.0,0,1,0,5,5,79.4,0,0,2,100.0,100.0,100.0,0,0,2,2
Ke'Shawn Vaughn,45866,HB,TB,5,0,30,39.8,0,0,4,16.0,17.2,100.0,0,0,0,5,29,31.3,0,0,3,42.9,44.4,100.0,0,0,4,9
Adam Thielen,8288,WR,CAR,17,0,5,46.5,0,0,5,0.8,0.7,100.0,1,0,0,5,683,4.9,0,0,0,0.0,0.0,,0,0,0,409
Deebo Samuel,48274,WR,SF,18,0,28,65.9,1,0,5,1.1,1.0,90.0,1,1,0,5,489,,0,0,0,0.0,0.0,,0,0,0,215
Hayden Hurst,47294,TE,CAR,9,0,5,78.7,0,0,5,2.2,2.0,100.0,0,0,0,5,249,74.9,0,0,2,1.4,1.2,100.0,0,0,2,161
Rashee Rice,97605,WR,KC,20,0,16,71.7,0,0,4,0.7,0.7,100.0,1,0,0,4,579,,0,0,0,0.0,0.0,,0,0,0,294
Amon-Ra St. Brown,84470,WR,DET,19,0,11,39.2,0,0,4,0.6,0.6,100.0,0,0,0,4,725,,0,0,0,0.0,0.0,,0,0,0,341
Matt Waletzko,87430,T,DAL,1,0,9,26.0,0,0,4,100.0,100.0,100.0,0,0,0,4,4,4.4,0,0,1,100.0,100.0,100.0,0,0,1,1
Brandon Parker,34693,T,LV,2,0,23,58.0,0,1,4,100.0,100.0,87.5,0,1,0,4,4,68.8,0,0,1,100.0,100.0,100.0,0,0,1,1
Hunter Long,60859,TE,LA,3,0,26,65.2,0,0,4,17.4,17.4,100.0,0,0,0,4,23,68.5,0,0,1,8.3,8.3,100.0,0,0,1,12
Travis Vokolek,61004,TE,ARZ,2,0,1,57.9,0,0,4,30.8,30.8,100.0,0,0,0,4,13,,0,0,0,0.0,0.0,,0,0,0,1
Justin Skule,38951,T,TB,4,0,30,79.2,0,0,4,80.0,80.0,100.0,0,0,0,4,5,75.4,0,0,1,100.0,100.0,100.0,0,0,1,1
Jonathan Williams,10790,HB,WAS,1,0,32,82.1,0,0,4,33.3,33.3,100.0,0,0,0,4,12,77.7,0,0,2,25.0,25.0,100.0,0,0,2,8
Darnell Mooney,48236,WR,CHI,15,0,6,39.6,0,0,3,0.6,0.8,66.7,0,1,1,4,489,,0,0,0,0.0,0.0,,0,0,0,239
Israel Abanikanda,122999,HB,NYJ,6,0,22,59.0,0,0,4,7.8,7.7,100.0,0,0,0,4,52,55.5,0,0,3,11.5,11.5,100.0,0,0,3,26
Salvon Ahmed,57472,HB,MIA,8,0,17,36.4,0,0,4,4.2,4.0,100.0,0,0,0,4,99,75.0,0,0,1,3.6,3.3,100.0,0,0,1,30
Isaiah Hodgins,52130,WR,NYG,17,1,21,73.8,0,0,4,1.4,1.4,100.0,1,0,0,4,296,62.2,0,0,1,0.8,0.7,100.0,0,0,1,144
Lil'Jordan Humphrey,42247,WR,DEN,17,0,10,46.2,0,0,3,1.3,1.7,100.0,0,0,0,4,242,,0,0,0,0.0,0.0,,0,0,0,107
Taysom Hill,12112,TE,NO,16,0,20,60.1,0,0,4,1.6,1.6,100.0,0,0,0,4,256,49.8,0,0,2,1.6,1.5,100.0,0,0,2,135
Brycen Hopkins,47338,TE,LA,15,0,26,56.7,0,0,4,7.1,6.9,100.0,0,0,0,4,58,,0,0,0,0.0,0.0,,0,0,0,32
Mike Gesicki,47153,TE,NE,17,0,19,78.7,0,0,4,1.2,1.1,100.0,0,0,0,4,354,,0,0,0,0.0,0.0,,0,0,0,174
Deon Jackson,57189,HB,NYG,1,0,21,6.0,0,1,3,9.4,9.4,83.3,0,1,0,3,32,7.5,0,0,0,0.0,0.0,,0,0,0,13
Cordarrelle Patterson,7810,HB,ATL,14,0,2,78.3,0,0,3,3.4,3.3,100.0,0,0,0,3,92,,0,0,0,0.0,0.0,,0,0,0,27
Malcolm Rodriguez,60731,LB,DET,4,0,11,82.0,0,0,3,37.5,30.0,100.0,0,0,0,3,10,,0,0,0,0.0,0.0,,0,0,0,2
Kene Nwangwu,40547,HB,MIN,3,0,18,78.9,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2
Curtis Samuel,11795,WR,WAS,16,2,32,75.0,0,0,3,0.7,0.7,100.0,2,0,0,3,430,66.4,0,0,1,0.5,0.4,100.0,0,0,1,229
Courtland Sutton,48164,WR,DEN,16,0,10,80.7,0,0,3,0.6,0.6,100.0,5,0,0,3,506,70.2,0,0,1,0.5,0.4,100.0,0,0,1,230
Stephen Sullivan,40411,TE,CAR,11,0,5,73.7,0,0,3,2.3,2.2,100.0,0,0,0,3,136,,0,0,0,0.0,0.0,,0,0,0,88
Lucas Krull,83962,TE,DEN,7,0,10,19.5,0,1,3,2.3,2.2,83.3,0,1,0,3,139,2.8,0,1,1,1.3,1.2,50.0,1,0,1,84
Jauan Jennings,48027,WR,SF,16,0,28,73.0,0,0,3,1.0,0.9,100.0,1,0,0,3,326,,0,0,0,0.0,0.0,,0,0,0,164
Michael Pittman Jr.,29049,WR,IND,16,0,14,75.1,0,0,3,0.5,0.5,100.0,3,0,0,3,606,,0,0,0,0.0,0.0,,0,0,0,269
Tyler Kroft,9518,TE,MIA,2,0,17,54.8,0,0,3,17.6,17.6,100.0,1,0,0,3,17,,0,0,0,0.0,0.0,,0,0,0,3
Khalil Shakir,84140,WR,BUF,19,0,4,69.9,0,0,3,0.8,0.7,100.0,1,0,0,3,413,,0,0,0,0.0,0.0,,0,0,0,192
